	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
hoxd4a	5.53087095324333e-23	1.07800251200127	0.889	0	1.07863045330151e-18
zgc:162730	8.97366475904336e-05	0.406489979323683	0.289	0.039	1
trnau1apb	0.000159043685359562	0.464843119449465	0.511	0.184	1
abraxas1	0.00118087766983707	0.315501825727929	0.133	0	1
zgc:162472	0.00140883121894732	0.393504337729203	0.422	0.171	1
wnt8b	0.00150453492903142	0.285183683101549	0.2	0.026	1
bub3	0.00182283339002316	0.323115009837804	0.267	0.066	1
zgc:173552.2	0.00219061839718303	0.305413008104346	0.267	0.066	1
ncoa2	0.00249366591186259	-0.466318004222537	0.711	0.816	1
bnip3lb	0.00263663677291431	0.303562212416404	0.156	0.013	1
cemip	0.00268945547737552	0.252031911776322	0.156	0.013	1
csrnp2	0.00268945547737552	0.278027120309266	0.156	0.013	1
zgc:123010	0.00341711117697077	0.252031911776322	0.178	0.026	1
atp10a	0.00390143607106185	-0.332583202706486	0.311	0.618	1
aff2	0.00400651443218046	0.413968440288918	0.356	0.132	1
copz1	0.00406562411246234	-0.305326127550233	0.022	0.211	1
BX276117.1	0.00434559810681644	0.298867463591127	0.244	0.066	1
cramp1	0.00463037408667762	0.352718722882702	0.244	0.066	1
FP236812.1	0.00484189897048271	0.41903942983634	0.444	0.211	1
arhgap21a	0.00500324752143572	-0.320546864489002	0.156	0.408	1
zgc:110425	0.00520282404247835	0.480439974500483	0.356	0.145	1
eml1	0.00531442392302645	-0.395928676331139	0	0.158	1
usp9	0.00591067563953138	-0.429280624898007	0.267	0.5	1
h2az2a	0.00609068396573356	0.260546999974699	0.311	0.105	1
sbf1	0.00679802011655314	0.408151113693604	0.578	0.342	1
sp4	0.00683175340582969	-0.327989847674564	0.089	0.303	1
znf654	0.00683184189851641	-0.480964780186939	0.222	0.447	1
pcbp2	0.00686834311410049	-0.302819271939658	0.044	0.237	1
vmp1	0.00687973043986373	-0.555127271180393	0.111	0.329	1
ints1	0.00709225611676954	-0.420248355526552	0.111	0.316	1
eps15l1a	0.007209726726994	0.377562793860181	0.533	0.316	1
si:dkey-100n23.3	0.00761220960968267	-0.367307998391371	0.2	0.434	1
efna2a	0.00778550409838089	-0.526859546157588	0.244	0.461	1
rps3a	0.00796592347099979	-0.430626297079228	0.4	0.605	1
arhgef12b	0.00800702109332594	0.300191865557684	0.911	0.684	1
lpl	0.00832730114268385	-0.38410324093435	0.067	0.263	1
pepd	0.00840240751446211	0.278027120309266	0.156	0.026	1
mprip	0.00851872255640052	0.283004796463652	0.378	0.158	1
clocka	0.00861964347958588	-0.345208918723271	0.178	0.408	1
march6	0.00888453988593356	0.290410844765099	0.311	0.118	1
adipor2	0.00889185399530876	-0.290219235160024	0.022	0.184	1
orc3	0.00895505014653881	0.422173680560473	0.578	0.329	1
grip1	0.00900553658069532	0.391662990905035	0.533	0.289	1
rab5aa	0.00907445396323447	0.284005972798688	0.311	0.118	1
relch	0.00910688678950418	0.405167255254782	0.333	0.145	1
cbx3a	0.00939973036906917	-0.385944587758517	0.244	0.474	1
mfsd2ab	0.00946634883260101	0.356804233693383	0.333	0.132	1
znf986	0.00951875897421602	0.305413008104346	0.244	0.079	1
idh3g	0.00965775875836256	0.259648590994412	0.178	0.039	1
znf1164	0.00965775875836256	0.259648590994412	0.178	0.039	1
sema6ba	0.00998951293228816	0.364883659789435	0.178	0.039	1
tnfrsf21	0.0101099553355026	-0.678553810522814	0.222	0.434	1
ube2t	0.0101546504495437	0.250839108863489	0.311	0.118	1
polk	0.0102461443210512	0.305413008104346	0.244	0.079	1
sec23a	0.0106400919578969	-0.38410324093435	0.089	0.276	1
unga	0.0110006212682929	-0.273672926280141	0.067	0.25	1
ipo13	0.0110849405114485	0.39532707333602	0.533	0.316	1
heatr1	0.01154359677119	0.456514135255003	0.533	0.329	1
gnas	0.0120185381389878	-0.30404657532366	0.044	0.211	1
eif4g3a	0.0122459385727919	-0.310014773343862	0.267	0.5	1
chsy3	0.0128384028835068	-0.274299231929608	0.044	0.211	1
rgma	0.0130729487137778	0.404089088370368	0.4	0.211	1
CABZ01038494.1	0.0131451198906183	0.264221320784236	0.356	0.158	1
bckdhb	0.0135143840887576	-0.274952478506714	0.022	0.171	1
arih1	0.013756270498976	-0.300509111252457	0.111	0.303	1
kdm4ab	0.0138403703277261	-0.295455883526171	0.133	0.342	1
zgc:173587	0.0141453371861978	0.276906580415351	0.378	0.184	1
e2f4	0.0143307732549446	0.389292086442288	0.422	0.224	1
ncapd3	0.0154640988858772	-0.27249473508286	0.089	0.276	1
crb1	0.0156090827496662	-0.45647021826619	0.244	0.461	1
ccdc50	0.0162924178646276	0.270647589943669	0.111	0.013	1
cables2a	0.0163859489359018	-0.35713619333408	0.067	0.237	1
plxna4	0.0172347414749657	-0.259867126755111	0	0.118	1
mknk1	0.0174279411732709	-0.258000768097812	0.111	0.303	1
psme4b	0.0177612336739474	-0.373986123450462	0.178	0.368	1
BX544877.2	0.0177692966201932	-0.271406319308196	0.133	0.329	1
hsp90aa1.2	0.0179567321958773	0.412725655904138	1	0.987	1
dut	0.0180661964055509	-0.28924957339558	0.044	0.197	1
pik3r3a	0.0184012505969366	-0.309217043137809	0.133	0.329	1
prkcsh	0.0184247961198143	0.356804233693383	0.356	0.171	1
bub1	0.0186639773391519	0.319975302307237	0.378	0.197	1
eif3ea	0.0193785575577091	0.385431037193521	0.622	0.408	1
pappab	0.0195038710729329	-0.475251128992545	0.022	0.158	1
tmem184ba	0.0195472317417956	0.330310511242009	0.356	0.184	1
AXL	0.0196378407027429	-0.29736484184755	0.133	0.329	1
picalmb	0.0198548932520709	-0.474705789715256	0.089	0.25	1
col12a1a	0.0203505394829987	-0.396415990992381	0.689	0.895	1
hist1h4l.20	0.0205096996910927	0.277420818539095	0.244	0.092	1
si:ch211-113a14.11	0.0205439837547151	0.290410844765099	0.267	0.105	1
pdzrn3b	0.0209018791092807	0.346961751792172	0.2	0.066	1
si:dkey-93h22.8	0.0209626928305192	-0.271939959055686	0.133	0.316	1
fam53b	0.0211681464946524	-0.373986123450462	0.133	0.316	1
prkacbb	0.0213454089752176	0.302708799175968	0.311	0.145	1
rnf169	0.0214020410584126	-0.317174564916728	0.067	0.224	1
atf7a	0.0214020410584126	-0.317174564916728	0.067	0.224	1
zgc:66472	0.0218117951264002	-0.378855162972198	0.133	0.303	1
znf1113	0.0219299642008583	0.29212731735412	0.178	0.053	1
bicc2	0.0220805238744842	-0.27249473508286	0.089	0.263	1
epha7	0.0224431638912807	-0.374629274530683	0.133	0.316	1
cirbpa	0.0226152838905564	-0.330579965140271	0.644	0.842	1
clpxa	0.0227316062187913	-0.273672926280141	0.067	0.224	1
pkd1l2a	0.0239581663959011	-0.315716265954099	0.067	0.224	1
asf1bb	0.0241313428806123	-0.287427221522676	0.089	0.25	1
rnd3a	0.024180463519712	0.266269149433094	0.556	0.342	1
CR848788.2	0.0243782564219728	-0.39076697121536	0.2	0.382	1
eif3d	0.0250039536217957	-0.388975915689372	0.133	0.303	1
hist1h2a6	0.0251483779908712	0.258574757643094	0.4	0.211	1
fam49al	0.0251780754001653	0.472902365709041	0.4	0.224	1
vps45	0.025638721694457	0.263678035128827	0.2	0.066	1
zgc:153935	0.0265139414966817	0.287925581375505	0.222	0.079	1
arhgap11a	0.0268073673703493	0.264221320784236	0.311	0.145	1
xpo1b	0.0270198131481126	-0.364940983847455	0.467	0.658	1
abcf1	0.0270638807711846	-0.286994304777975	0.289	0.487	1
si:ch211-114l13.7	0.0272094485919026	0.356804233693383	0.333	0.171	1
jph3	0.0272138163243899	0.256503407623399	0.178	0.053	1
psmd13	0.0279276688092373	-0.274952478506714	0.022	0.145	1
azin1a	0.0282125644653463	-0.356400312144502	0.311	0.513	1
lmtk2	0.0285669752006105	-0.308055920305805	0.2	0.382	1
rspry1	0.0286385673257075	-0.296393002780225	0.156	0.342	1
fmnl2b	0.0290135865048141	-0.31738774482711	0.333	0.526	1
rnf145a	0.0290639491302881	0.313130921265182	0.267	0.118	1
hist1h2a10	0.0293256471010754	0.292673896273668	0.289	0.132	1
lama5	0.0293890062121698	-0.259522437937108	0.022	0.145	1
nol11	0.0296600155415855	0.370183263494583	0.4	0.237	1
melk	0.0297169183185877	0.253574076584727	0.267	0.118	1
si:dkey-244a7.1	0.0300282676083459	0.550605298813931	0.467	0.355	1
abi2b	0.0302865192909657	-0.292835183367036	0.222	0.408	1
cgnl1	0.0305470063188687	0.338435122646787	0.956	0.934	1
myclb	0.030773606962893	0.319975302307237	0.333	0.171	1
rfx3	0.0315641571763979	-0.338562457024164	0.244	0.421	1
ctsd	0.0318076799552548	-0.288319702244543	0.067	0.211	1
s1pr2	0.0320208543037135	0.304200149654696	0.444	0.25	1
plekhh1	0.0322762813199474	0.297810815035533	0.956	0.947	1
arglu1b	0.0328233404237025	0.27392272197653	0.289	0.132	1
hsp70.1	0.033185034457303	-0.315716265954099	0.089	0.237	1
hp1bp3	0.0332291980832832	0.267787935804428	0.444	0.263	1
pdlim4	0.0347392195056334	-0.361109122256428	0.267	0.447	1
sgk1	0.0352209329713312	-0.407901317997215	0.178	0.342	1
cdk16	0.036419357118318	0.431234726806645	0.556	0.408	1
cfdp1	0.0364427405431261	-0.332930588944834	0.2	0.368	1
msi1	0.0364845385875673	0.294494331898036	0.867	0.829	1
brd9	0.0365290782273487	0.315501825727929	0.489	0.316	1
cyp2p7	0.0365652785414134	-0.274299231929608	0.044	0.171	1
mrpl39	0.0366317202419558	0.264686031704952	0.4	0.224	1
exoc4	0.0368653806704877	0.265088064601768	0.356	0.171	1
metap1	0.0370827466850795	-0.269920791419034	0.178	0.355	1
dennd1a	0.0370841492279461	-0.273071928545606	0.089	0.237	1
znf346	0.0380299175933235	-0.271406319308196	0.156	0.316	1
ppp6r2b	0.0390786520421953	-0.274299231929608	0.044	0.171	1
cops4	0.0391502797082615	0.294743265561132	0.333	0.171	1
srrm1	0.0400175589878793	0.353109750135642	0.556	0.408	1
efna3b	0.0409155666811514	-0.439181874285023	0.356	0.513	1
ndst3	0.0419417584193134	0.256000813979268	0.333	0.158	1
fgfr1a	0.0426969392732979	-0.275403814359257	0.333	0.526	1
trappc8	0.0431749104456807	0.323115009837805	0.489	0.329	1
spock1	0.0438054843335953	0.326681624857997	0.378	0.211	1
